,Time,A0,A1,B0,B1,C0
1988,2249516540,-501,4053,8113,10815,12263
1989,2249517924,-1927,4053,8114,10815,12260
1990,2249519308,-2696,4054,8114,10818,12263
1991,2249520692,-3225,4055,8118,10815,12273
1992,2249522100,-2968,4058,8123,10814,12276
1993,2249523480,-2226,4059,8125,10813,12278
1994,2249524860,-875,4059,8123,10815,12267
1995,2249526240,461,4055,8115,10816,12255
1996,2249527620,1834,4054,8115,10815,12263
1997,2249529000,2731,4054,8113,10813,12253
1998,2249530380,3167,4052,8112,10815,12258
1999,2249531764,3134,4053,8113,10815,12260
2000,2249533148,2679,4053,8115,10814,12265
2001,2249534532,1192,4054,8115,10814,12262
2002,2249535916,91,4053,8112,10815,12253
2003,2249537300,-1426,4051,8108,10815,12245
2004,2249538708,-2559,4049,8105,10816,12245
2005,2249540084,-3079,4049,8104,10815,12245
2006,2249541464,-3181,4049,8105,10814,12253
2007,2249542844,-2615,4050,8110,10815,12259
2008,2249544224,-1861,4052,8113,10813,12265
2009,2249545604,-65,4054,8115,10813,12262
2010,2249546988,1098,4055,8118,10813,12275
2011,2249548372,2121,4057,8123,10816,12276
2012,2249549756,3052,4057,8123,10813,12272
2013,2249551140,3106,4058,8121,10818,12267
2014,2249552524,2724,4057,8121,10814,12270
2015,2249553932,1975,4057,8119,10819,12265
2016,2249555312,481,4055,8115,10813,12259
2017,2249556692,-711,4054,8114,10812,12256
2018,2249558072,-2137,4053,8111,10814,12255
2019,2249559452,-2716,4051,8111,10815,12258
2020,2249560832,-3414,4053,8114,10813,12265
2021,2249562212,-3067,4054,8115,10814,12257
2022,2249563596,-2185,4052,8106,10812,12242
2023,2249564980,-1068,4050,8106,10812,12252
2024,2249566364,621,4051,8110,10813,12259
2025,2249567748,1893,4053,8114,10813,12262
2026,2249569132,2651,4053,8113,10813,12259
2027,2249570540,3239,4053,8113,10810,12257
2028,2249571920,3117,4052,8112,10815,12261
2029,2249573300,2235,4054,8120,10813,12277
2030,2249574680,1317,4057,8123,10817,12276
2031,2249576060,-244,4059,8125,10816,12279
2032,2249577440,-1345,4058,8121,10815,12263
2033,2249578820,-2436,4055,8114,10813,12254
2034,2249580204,-3013,4053,8111,10812,12259
2035,2249581588,-3236,4053,8111,10815,12256
2036,2249582972,-2388,4052,8110,10812,12254
2037,2249584356,-1466,4051,8111,10814,12259
2038,2249585740,-188,4052,8110,10814,12251
2039,2249587144,1324,4051,8109,10813,12254
2040,2249588524,2415,4052,8109,10815,12246
2041,2249589904,3007,4049,8099,10814,12233
2042,2249591284,3469,4046,8101,10811,12249
2043,2249592664,2804,4049,8106,10815,12254
2044,2249594044,1724,4050,8110,10815,12261
2045,2249595428,728,4052,8111,10817,12253
2046,2249596812,-937,4053,8112,10818,12261
2047,2249598196,-2021,4053,8115,10815,12266
2048,2249599588,-3154,4055,8119,10814,12274
2049,2249600992,-3216,4058,8123,10812,12275
2050,2249602372,-2971,4058,8125,10813,12277
2051,2249603752,-1937,4059,8122,10814,12260
2052,2249605132,-746,4054,8112,10816,12251
2053,2249606512,479,4052,8110,10814,12253
2054,2249607892,1857,4051,8109,10810,12251
2055,2249609272,2791,4051,8110,10815,12253
2056,2249610652,3275,4052,8111,10817,12257
2057,2249612036,2946,4052,8109,10817,12253
2058,2249613420,2248,4051,8110,10814,12255
2059,2249614804,733,4052,8107,10815,12239
2060,2249616188,-375,4047,8097,10815,12231
2061,2249617572,-1519,4046,8100,10815,12243
2062,2249618980,-2801,4048,8103,10817,12247
2063,2249620360,-3210,4049,8107,10812,12250
2064,2249621740,-3243,4049,8104,10816,12244
2065,2249623120,-2426,4049,8106,10815,12250
2066,2249624500,-1272,4050,8108,10814,12259
2067,2249625880,43,4053,8115,10807,12273
2068,2249627260,1417,4055,8118,10815,12269
2069,2249628644,2151,4057,8121,10814,12273
2070,2249630028,2962,4056,8116,10814,12254
2071,2249631412,3046,4054,8113,10815,12257
2072,2249632796,2655,4052,8109,10817,12250
2073,2249634180,1629,4051,8107,10817,12251
2074,2249635588,325,4051,8108,10814,12252
2075,2249636968,-885,4050,8109,10811,12254
2076,2249638344,-2199,4051,8108,10815,12253
2077,2249639724,-3127,4051,8110,10815,12256
2078,2249641104,-3269,4051,8107,10814,12242
2079,2249642484,-3146,4048,8100,10813,12236
2080,2249643868,-1612,4047,8101,10815,12241
2081,2249645252,-466,4048,8105,10817,12255
2082,2249646636,617,4051,8108,10815,12252
2083,2249648020,1871,4051,8110,10815,12259
2084,2249649404,2911,4053,8114,10815,12263
2085,2249650788,3270,4052,8111,10815,12263
2086,2249652192,2828,4055,8119,10811,12275
2087,2249653572,1974,4057,8122,10819,12276
2088,2249654952,865,4058,8126,10815,12281
2089,2249656332,-532,4058,8121,10815,12262
2090,2249657712,-1645,4055,8116,10815,12260
2091,2249659092,-2815,4053,8111,10813,12253
2092,2249660476,-3148,4052,8109,10812,12247
2093,2249661860,-3183,4050,8106,10815,12247
2094,2249663244,-2108,4049,8106,10815,12247
2095,2249664628,-1284,4050,8105,10815,12247
2096,2249666012,60,4049,8105,10816,12249
2097,2249667420,1301,4050,8106,10815,12243
2098,2249668800,2685,4049,8099,10811,12232
2099,2249670180,3105,4046,8098,10815,12239
2100,2249671560,3091,4047,8104,10814,12252
2101,2249672940,2489,4050,8107,10815,12251
2102,2249674320,1745,4050,8107,10818,12253
2103,2249675700,109,4051,8108,10814,12250
2104,2249677084,-1115,4051,8109,10811,12260
2105,2249678468,-2328,4052,8115,10816,12268
2106,2249679852,-3073,4055,8118,10821,12270
2107,2249681236,-2973,4055,8120,10815,12268
2108,2249682620,-2750,4054,8115,10817,12258
2109,2249684028,-1769,4054,8115,10813,12261
2110,2249685408,-455,4053,8112,10815,12257
2111,2249686788,1040,4053,8112,10814,12255
2112,2249688164,2098,4052,8109,10818,12252
2113,2249689544,2738,4051,8108,10815,12251
2114,2249690924,3185,4050,8108,10817,12251
2115,2249692308,2662,4051,8107,10817,12249
2116,2249693692,2042,4049,8104,10814,12241
2117,2249695076,612,4048,8101,10812,12241
2118,2249696460,-450,4047,8102,10815,12245
2119,2249697844,-1807,4049,8105,10814,12252
2120,2249699228,-2959,4050,8109,10815,12257
2121,2249700632,-3210,4051,8108,10817,12252
2122,2249702012,-3058,4051,8109,10816,12255
2123,2249703392,-2141,4052,8111,10815,12259
2124,2249704772,-1163,4053,8114,10814,12264
2125,2249706152,226,4054,8117,10815,12271
2126,2249707532,1543,4055,8119,10813,12271
2127,2249708916,2441,4055,8117,10817,12261
2128,2249710300,3205,4054,8113,10818,12252
2129,2249711684,3310,4052,8109,10817,12249
2130,2249713068,2658,4051,8108,10815,12253
2131,2249714452,1290,4051,8109,10818,12255
2132,2249715860,10,4051,8107,10815,12247
2133,2249717240,-1433,4050,8106,10814,12243
2134,2249718620,-2532,4049,8102,10815,12242
2135,2249720000,-3269,4047,8099,10815,12235
2136,2249721380,-3076,4046,8096,10815,12230
2137,2249722760,-2575,4045,8098,10815,12243
2138,2249724140,-1583,4047,8106,10816,12254
2139,2249725524,-646,4050,8106,10817,12250
2140,2249726908,1146,4050,8107,10819,12254
2141,2249728292,2187,4052,8113,10817,12265
2142,2249729676,2769,4054,8115,10818,12264
2143,2249731060,3193,4055,8121,10815,12280
2144,2249732464,2876,4058,8127,10815,12283
2145,2249733844,2045,4060,8127,10815,12277
2146,2249735224,841,4057,8119,10815,12256
2147,2249736604,-386,4054,8112,10814,12253
2148,2249737984,-1842,4053,8111,10814,12258
2149,2249739364,-2801,4053,8111,10815,12257
2150,2249740748,-3070,4052,8112,10811,12258
2151,2249742132,-2924,4053,8112,10812,12261
2152,2249743516,-2130,4054,8116,10815,12262
2153,2249744900,-978,4053,8113,10817,12256
2154,2249746284,291,4051,8107,10815,12244
2155,2249747692,1622,4049,8105,10815,12246
2156,2249749072,2479,4050,8108,10817,12252
2157,2249750452,3415,4050,8108,10814,12255
2158,2249751832,3251,4052,8111,10814,12258
2159,2249753212,2456,4051,8108,10815,12250
2160,2249754592,1472,4050,8109,10813,12254
2161,2249755972,-167,4051,8110,10814,12260
2162,2249757356,-1284,4054,8116,10813,12268
2163,2249758740,-2626,4056,8121,10813,12277
2164,2249760124,-3123,4057,8125,10815,12275
2165,2249761508,-3463,4058,8120,10814,12265
2166,2249762892,-2441,4055,8115,10816,12254
2167,2249764296,-1136,4053,8112,10819,12258
2168,2249765676,-58,4052,8110,10815,12253
2169,2249767056,1262,4051,8109,10812,12253
2170,2249768436,2340,4051,8110,10815,12256
2171,2249769816,2949,4052,8111,10814,12256
2172,2249771196,3007,4052,8110,10814,12252
2173,2249772580,2689,4049,8105,10815,12239
2174,2249773964,1857,4047,8099,10815,12236
2175,2249775348,290,4047,8102,10814,12250
2176,2249776732,-643,4050,8109,10814,12258
2177,2249778116,-2021,4051,8111,10813,12259
2178,2249779524,-2899,4053,8113,10812,12256
2179,2249780904,-3143,4053,8111,10815,12253
2180,2249782284,-2867,4052,8114,10813,12267
2181,2249783664,-2103,4054,8119,10807,12273
2182,2249785044,-750,4057,8123,10816,12274
2183,2249786424,527,4058,8122,10814,12270
2184,2249787804,1795,4057,8119,10816,12263
2185,2249789188,3074,4054,8115,10815,12255
2186,2249790572,2960,4052,8109,10815,12251
2187,2249791956,3191,4051,8109,10814,12253
2188,2249793340,2288,4051,8108,10815,12249
2189,2249794724,1290,4051,8106,10814,12247
2190,2249796132,-325,4051,8109,10813,12255
2191,2249797508,-1626,4051,8108,10813,12248
2192,2249798888,-2590,4050,8102,10817,12238
2193,2249800268,-3079,4047,8099,10814,12236
2194,2249801648,-3376,4047,8102,10808,12248
2195,2249803028,-2403,4049,8107,10816,12257
2196,2249804412,-1496,4051,8109,10814,12254
2197,2249805796,-117,4052,8110,10817,12256
2198,2249807180,1338,4052,8110,10815,12253
2199,2249808564,2354,4051,8108,10815,12257
2200,2249809948,2821,4053,8115,10816,12267
2201,2249811356,2996,4055,8118,10813,12270
2202,2249812736,2772,4057,8120,10814,12271
2203,2249814116,1925,4055,8115,10814,12252
2204,2249815496,677,4052,8110,10813,12251
2205,2249816876,-1174,4052,8112,10815,12259
2206,2249818256,-2086,4052,8109,10811,12248
2207,2249819636,-3043,4050,8107,10812,12251
2208,2249821020,-3166,4051,8109,10818,12255
2209,2249822404,-3011,4051,8109,10815,12254
2210,2249823788,-2133,4052,8110,10813,12255
2211,2249825172,-882,4051,8108,10813,12249
2212,2249826556,592,4049,8103,10814,12242
2213,2249827964,1708,4050,8107,10813,12252
2214,2249829344,2948,4051,8110,10818,12259
2215,2249830724,3196,4053,8115,10815,12267
2216,2249832104,2871,4054,8116,10817,12264
2217,2249833484,2349,4055,8118,10814,12268
2218,2249834864,1263,4056,8119,10815,12274
2219,2249836244,-413,4058,8122,10810,12274
2220,2249837628,-1825,4058,8122,10815,12272
2221,2249839012,-2547,4057,8123,10813,12272
2222,2249840396,-3241,4056,8116,10815,12257
2223,2249841780,-3219,4054,8113,10817,12254
2224,2249843164,-2430,4051,8109,10812,12247
2225,2249844568,-1399,4051,8105,10815,12244
2226,2249845948,100,4048,8102,10816,12239
2227,2249847328,1370,4047,8100,10814,12237
2228,2249848708,2198,4047,8101,10816,12245
2229,2249850088,3035,4047,8101,10815,12239
2230,2249851468,3043,4046,8099,10815,12235
2231,2249852852,2348,4046,8100,10816,12242
2232,2249854236,1578,4047,8102,10817,12248
2233,2249855620,345,4049,8106,10819,12251
2234,2249857004,-1148,4051,8111,10815,12261
2235,2249858388,-2153,4052,8114,10814,12264
2236,2249859796,-2996,4055,8116,10812,12262
2237,2249861176,-3307,4054,8116,10814,12269
2238,2249862556,-2935,4057,8122,10814,12278
2239,2249863936,-2179,4058,8123,10814,12272
2240,2249865316,-531,4057,8121,10813,12269
2241,2249866696,761,4056,8119,10816,12267
2242,2249868076,1994,4055,8116,10815,12257
2243,2249869460,3049,4053,8113,10817,12255
2244,2249870844,3072,4052,8111,10819,12258
2245,2249872228,2993,4053,8113,10814,12261
2246,2249873612,2163,4052,8110,10814,12251
2247,2249874996,949,4051,8109,10813,12252
2248,2249876404,-659,4052,8109,10814,12250
2249,2249877780,-1687,4050,8104,10813,12240
2250,2249879160,-2754,4048,8100,10814,12239
2251,2249880540,-3432,4047,8102,10815,12249
2252,2249881920,-2973,4049,8108,10810,12257
2253,2249883300,-2425,4051,8110,10812,12255
2254,2249884684,-1279,4051,8110,10814,12254
2255,2249886068,64,4051,8109,10813,12255
2256,2249887452,1700,4052,8111,10816,12262
2257,2249888836,2635,4054,8119,10817,12274
2258,2249890220,3363,4056,8121,10819,12271
2259,2249891628,3221,4058,8121,10815,12267
2260,2249893008,2776,4054,8114,10817,12253
2261,2249894388,1658,4052,8111,10815,12255
2262,2249895768,-5,4052,8111,10814,12254
2263,2249897148,-1232,4052,8108,10814,12248
2264,2249898528,-2534,4051,8109,10815,12257
2265,2249899908,-3424,4051,8110,10813,12255
2266,2249901292,-3254,4051,8108,10817,12247
2267,2249902676,-2694,4050,8106,10814,12250
2268,2249904060,-1962,4049,8105,10814,12238
2269,2249905444,-552,4047,8101,10820,12246
2270,2249906828,891,4049,8107,10816,12259
2271,2249908236,2454,4052,8111,10813,12255
2272,2249909616,2965,4053,8112,10814,12258
2273,2249910996,3415,4052,8111,10818,12257
2274,2249912376,3059,4053,8113,10814,12258
2275,2249913756,2069,4052,8113,10816,12264
2276,2249915132,738,4054,8118,10817,12275
2277,2249916516,-553,4057,8122,10813,12273
2278,2249917900,-1479,4057,8120,10814,12269
2279,2249919284,-2907,4055,8116,10815,12256
2280,2249920668,-3211,4053,8110,10813,12250
2281,2249922052,-3134,4051,8108,10813,12250
2282,2249923436,-2410,4051,8110,10817,12256
2283,2249924840,-1035,4052,8110,10820,12254
2284,2249926220,233,4051,8109,10815,12256
2285,2249927600,1397,4052,8112,10815,12258
2286,2249928980,2227,4052,8111,10814,12254
2287,2249930360,2962,4051,8106,10814,12242
2288,2249931740,3111,4049,8104,10813,12246
2289,2249933124,2535,4050,8108,10814,12257
2290,2249934508,1249,4051,8111,10816,12259
2291,2249935892,196,4052,8113,10815,12259
2292,2249937276,-1330,4054,8115,10815,12265
2293,2249938660,-2555,4053,8111,10814,12252
2294,2249940044,-3230,4052,8111,10821,12266
2295,2249941448,-3164,4055,8121,10814,12278
2296,2249942828,-2670,4058,8122,10811,12277
2297,2249944208,-1620,4059,8124,10815,12271
2298,2249945588,-250,4057,8119,10814,12260
2299,2249946968,775,4054,8113,10813,12256
2300,2249948348,2213,4052,8109,10814,12246
2301,2249949732,3069,4049,8105,10815,12245
2302,2249951116,3193,4050,8106,10814,12251
2303,2249952500,2715,4050,8108,10816,12253
2304,2249953884,2145,4050,8109,10813,12253
2305,2249955268,525,4050,8108,10814,12254
2306,2249956676,-659,4051,8107,10815,12243
2307,2249958056,-2103,4049,8104,10814,12247
2308,2249959436,-3025,4050,8107,10815,12252
2309,2249960816,-2930,4051,8109,10815,12255
2310,2249962196,-3102,4051,8111,10815,12256
2311,2249963576,-2377,4052,8110,10815,12254
2312,2249964956,-916,4052,8111,10812,12257
2313,2249966340,480,4051,8111,10813,12260
2314,2249967724,1785,4054,8116,10815,12267
2315,2249969108,2861,4055,8119,10814,12270
2316,2249970492,3268,4056,8119,10817,12262
2317,2249971876,3069,4054,8113,10815,12254
2318,2249973284,2259,4052,8111,10813,12253
2319,2249974664,1072,4051,8107,10818,12247
2320,2249976044,-60,4049,8105,10812,12243
2321,2249977420,-1395,4049,8104,10811,12250
2322,2249978800,-2508,4050,8107,10814,12253
2323,2249980180,-3424,4050,8108,10814,12253
2324,2249981564,-3131,4052,8110,10815,12258
2325,2249982948,-2467,4051,8109,10815,12250
2326,2249984332,-1477,4051,8109,10818,12257
2327,2249985716,-328,4053,8114,10812,12265
2328,2249987100,1234,4053,8116,10814,12268
2329,2249988484,2510,4054,8117,10812,12269
2330,2249989888,2865,4055,8118,10815,12265
2331,2249991268,3216,4055,8121,10813,12272
2332,2249992648,2907,4057,8121,10815,12273
2333,2249994028,1929,4057,8123,10809,12273
2334,2249995408,637,4058,8124,10814,12277
2335,2249996788,-952,4059,8125,10817,12273
2336,2249998172,-2282,4057,8118,10812,12260
2337,2249999556,-3014,4054,8114,10813,12258
2338,2250000940,-3233,4053,8113,10815,12259
2339,2250002324,-2944,4052,8112,10814,12258
2340,2250003708,-2014,4052,8110,10813,12249
2341,2250005116,-1142,4051,8110,10812,12255
2342,2250006496,637,4051,8109,10815,12252
2343,2250007876,1769,4051,8108,10813,12251
2344,2250009256,3062,4050,8107,10818,12247
2345,2250010636,3204,4050,8108,10811,12253
2346,2250012016,3045,4052,8110,10813,12257
2347,2250013396,2089,4051,8109,10813,12253
2348,2250014780,855,4051,8109,10816,12255
2349,2250016164,-333,4052,8113,10815,12262
2350,2250017548,-1618,4054,8114,10813,12260
2351,2250018932,-2374,4053,8115,10816,12266
2352,2250020316,-3164,4055,8121,10812,12277
2353,2250021724,-3278,4057,8121,10813,12270
2354,2250023104,-2502,4056,8117,10814,12259
2355,2250024484,-1565,4054,8114,10814,12254
2356,2250025864,-144,4052,8108,10813,12248
2357,2250027240,1233,4049,8105,10813,12245
2358,2250028620,2501,4049,8105,10809,12251
2359,2250030004,3302,4051,8109,10815,12254
2360,2250031388,3061,4051,8109,10819,12252
2361,2250032772,2695,4050,8106,10818,12247
2362,2250034156,1765,4050,8105,10815,12249
2363,2250035540,562,4049,8104,10814,12242
2364,2250036924,-892,4047,8102,10815,12250
2365,2250038328,-1931,4050,8109,10812,12259
2366,2250039708,-2830,4052,8114,10815,12268
2367,2250041088,-3352,4054,8116,10813,12262
2368,2250042468,-3172,4055,8114,10813,12261
2369,2250043848,-2121,4053,8114,10814,12259
2370,2250045228,-475,4054,8118,10813,12271
2371,2250046612,769,4056,8120,10810,12274
2372,2250047996,2206,4057,8122,10815,12273
2373,2250049380,2858,4058,8121,10814,12269
2374,2250050764,3510,4056,8117,10816,12259
2375,2250052148,3105,4054,8113,10818,12253
2376,2250053556,2248,4053,8111,10815,12254
2377,2250054936,1131,4053,8112,10813,12261
2378,2250056316,-557,4053,8112,10815,12258
2379,2250057696,-1762,4052,8111,10815,12254
2380,2250059076,-2743,4051,8109,10813,12254
2381,2250060456,-3450,4051,8110,10814,12255
2382,2250061836,-3258,4050,8106,10813,12244
2383,2250063220,-2391,4050,8107,10808,12253
2384,2250064604,-1206,4051,8111,10816,12259
2385,2250065988,-242,4052,8112,10816,12255
2386,2250067372,1121,4052,8110,10813,12257
2387,2250068756,2441,4052,8111,10816,12254
2388,2250070164,2826,4053,8110,10814,12259
2389,2250071540,3245,4053,8115,10814,12269
2390,2250072920,2614,4055,8117,10815,12267
2391,2250074300,1588,4056,8118,10813,12269
2392,2250075680,363,4055,8118,10814,12263
2393,2250077060,-1042,4054,8112,10815,12251
2394,2250078444,-2012,4051,8109,10812,12250
2395,2250079828,-2919,4051,8107,10813,12251
2396,2250081212,-3037,4051,8109,10808,12254
2397,2250082596,-2738,4051,8110,10815,12255
2398,2250083980,-1938,4051,8109,10814,12252
2399,2250085364,-567,4050,8109,10814,12254
2400,2250086768,1063,4052,8112,10817,12255
2401,2250088148,2013,4050,8106,10815,12242
2402,2250089528,2874,4049,8104,10812,12245
2403,2250090908,3316,4050,8109,10813,12262
2404,2250092288,3041,4053,8115,10813,12267
2405,2250093668,2133,4054,8117,10813,12266
2406,2250095052,1152,4055,8120,10813,12272
2407,2250096436,-249,4057,8120,10815,12269
2408,2250097820,-1602,4057,8121,10813,12275
2409,2250099204,-2844,4057,8123,10815,12278
2410,2250100588,-3077,4059,8125,10820,12278
2411,2250101996,-3103,4060,8125,10813,12272
2412,2250103376,-2405,4058,8119,10812,12262
2413,2250104756,-1231,4055,8114,10813,12251
2414,2250106136,139,4052,8111,10815,12256
2415,2250107516,1604,4051,8110,10812,12255
2416,2250108896,2634,4052,8111,10813,12256
2417,2250110276,3052,4052,8113,10813,12258
2418,2250111660,3313,4052,8110,10813,12249
2419,2250113044,2556,4051,8107,10814,12248
2420,2250114428,1458,4049,8104,10812,12242
2421,2250115812,245,4048,8102,10811,12245
2422,2250117196,-1229,4049,8107,10814,12254
2423,2250118604,-2338,4051,8110,10813,12257
2424,2250119980,-3203,4051,8111,10813,12259
2425,2250121360,-3063,4052,8114,10815,12264
2426,2250122740,-3093,4053,8114,10815,12259
2427,2250124120,-1736,4053,8115,10814,12268
2428,2250125500,-370,4056,8120,10813,12272
2429,2250126884,690,4057,8119,10813,12269
2430,2250128268,2382,4056,8117,10811,12262
2431,2250129652,2711,4054,8117,10817,12264
2432,2250131036,3036,4054,8115,10813,12257
2433,2250132420,2713,4053,8110,10813,12251
2434,2250133828,2116,4051,8109,10814,12251
2435,2250135208,798,4052,8109,10815,12253
2436,2250136588,-514,4051,8109,10812,12253
2437,2250137968,-1954,4051,8109,10812,12253
2438,2250139348,-3108,4051,8106,10814,12244
2439,2250140728,-3331,4049,8103,10814,12239
2440,2250142108,-3298,4048,8101,10812,12244
2441,2250143492,-2197,4049,8106,10814,12255
2442,2250144876,-1089,4051,8109,10814,12256
2443,2250146260,54,4052,8110,10814,12257
2444,2250147644,1595,4053,8111,10816,12258
2445,2250149028,2801,4052,8112,10814,12259
2446,2250150436,3107,4055,8117,10808,12267
2447,2250151816,3306,4056,8119,10815,12271
2448,2250153196,2196,4055,8119,10813,12268
2449,2250154576,1208,4056,8116,10814,12261
2450,2250155956,-105,4054,8116,10814,12263
2451,2250157332,-1505,4054,8114,10815,12257
2452,2250158716,-2337,4053,8111,10814,12254
2453,2250160100,-3081,4052,8110,10814,12257
2454,2250161484,-3159,4051,8109,10815,12253
2455,2250162868,-2811,4051,8108,10814,12251
2456,2250164252,-1421,4052,8110,10815,12256
2457,2250165636,-248,4050,8108,10813,12251
2458,2250167040,1019,4050,8106,10809,12251
2459,2250168420,2412,4050,8111,10815,12259
2460,2250169800,3000,4053,8114,10818,12263
2461,2250171180,3231,4053,8113,10816,12257
2462,2250172560,2948,4053,8111,10813,12256
2463,2250173940,1798,4052,8111,10813,12257
2464,2250175324,743,4052,8109,10813,12254
2465,2250176708,-906,4052,8113,10814,12266
2466,2250178092,-1961,4054,8118,10814,12272
2467,2250179476,-2674,4056,8121,10814,12274
2468,2250180860,-3451,4056,8118,10815,12262
2469,2250182268,-2887,4056,8116,10814,12262
2470,2250183648,-2262,4055,8115,10815,12260
2471,2250185028,-883,4054,8114,10808,12255
2472,2250186408,589,4052,8111,10813,12255
2473,2250187788,2119,4052,8110,10812,12252
2474,2250189168,2869,4052,8110,10815,12255
2475,2250190548,3303,4052,8112,10815,12253
2476,2250191932,2961,4050,8106,10814,12246
2477,2250193316,2330,4050,8107,10815,12251
2478,2250194700,1459,4050,8110,10815,12259
2479,2250196084,-115,4052,8113,10814,12262
2480,2250197468,-1568,4053,8113,10814,12261
2481,2250198876,-2554,4054,8116,10814,12263
2482,2250200256,-3107,4053,8112,10814,12257
2483,2250201636,-2983,4053,8115,10813,12266
2484,2250203012,-2755,4055,8117,10811,12267
2485,2250204392,-1513,4055,8119,10820,12272
2486,2250205772,-189,4057,8122,10815,12273
2487,2250207156,1063,4057,8119,10814,12263
2488,2250208540,2473,4054,8113,10813,12253
2489,2250209924,3008,4053,8113,10813,12256
2490,2250211308,3282,4052,8111,10815,12258
2491,2250212692,3003,4053,8110,10815,12254
2492,2250214076,1702,4050,8106,10817,12250
2493,2250215480,377,4051,8110,10815,12258
2494,2250216860,-875,4052,8110,10813,12254
2495,2250218240,-2071,4050,8107,10814,12249
2496,2250219620,-3025,4051,8107,10817,12249
2497,2250221000,-3219,4050,8109,10813,12254
2498,2250222380,-2844,4051,8109,10813,12253
2499,2250223764,-2143,4051,8113,10813,12268
2500,2250225148,-761,4054,8116,10815,12262
2501,2250226532,401,4054,8114,10815,12261
2502,2250227916,2192,4053,8114,10814,12259
2503,2250229300,2749,4054,8116,10816,12269
2504,2250230708,3026,4057,8120,10812,12273
2505,2250232088,3059,4057,8122,10812,12271
2506,2250233468,2065,4057,8121,10815,12269
2507,2250234848,853,4055,8115,10815,12256
2508,2250236228,-558,4054,8111,10817,12252
2509,2250237608,-1615,4052,8108,10814,12252
2510,2250238988,-2738,4051,8110,10818,12260
2511,2250240372,-3161,4052,8110,10814,12250
2512,2250241756,-3063,4051,8108,10813,12253
2513,2250243140,-2581,4052,8111,10815,12259
2514,2250244524,-1318,4052,8109,10813,12248
2515,2250245908,-4,4050,8105,10814,12243
2516,2250247316,1278,4050,8106,10815,12249
2517,2250248692,2478,4049,8107,10815,12252
2518,2250250072,3314,4051,8110,10814,12260
2519,2250251452,3420,4052,8113,10815,12261
2520,2250252832,2771,4053,8115,10813,12266
2521,2250254212,1729,4054,8116,10818,12265
2522,2250255596,514,4054,8118,10814,12272
2523,2250256980,-889,4057,8121,10813,12273
2524,2250258364,-2310,4057,8122,10816,12273
2525,2250259748,-3010,4057,8118,10816,12261
2526,2250261132,-3387,4054,8114,10814,12257
2527,2250262540,-2826,4053,8111,10812,12252
2528,2250263920,-1669,4051,8108,10813,12248
2529,2250265300,-782,4050,8105,10813,12247
2530,2250266680,665,4050,8107,10815,12252
2531,2250268060,2128,4050,8110,10814,12257
2532,2250269440,2640,4052,8112,10814,12259
2533,2250270820,3293,4052,8110,10816,12250
2534,2250272204,2925,4050,8107,10814,12247
2535,2250273588,2148,4050,8109,10813,12259
2536,2250274972,1047,4053,8113,10815,12261
2537,2250276356,-115,4053,8115,10815,12266
2538,2250277740,-1801,4054,8115,10815,12258
2539,2250279148,-2793,4054,8114,10814,12261
2540,2250280528,-3047,4053,8113,10815,12256
2541,2250281908,-3146,4054,8117,10814,12271
2542,2250283288,-2364,4055,8118,10814,12265
2543,2250284668,-1230,4055,8117,10815,12266
2544,2250286048,205,4055,8117,10816,12263
2545,2250287428,1278,4054,8116,10815,12264
2546,2250288812,2518,4054,8115,10820,12258
2547,2250290196,3125,4053,8114,10818,12263
2548,2250291580,3097,4054,8114,10812,12260
2549,2250292964,2612,4053,8110,10817,12252
2550,2250294348,1537,4051,8110,10815,12256
2551,2250295752,290,4052,8110,10815,12254
2552,2250297132,-1214,4052,8108,10817,12247
2553,2250298512,-2443,4049,8103,10817,12243
2554,2250299892,-2946,4050,8107,10813,12254
2555,2250301272,-3170,4050,8108,10812,12252
2556,2250302652,-2823,4050,8107,10816,12250
2557,2250304036,-1867,4051,8109,10815,12256
2558,2250305420,-834,4052,8111,10814,12258
2559,2250306804,850,4051,8111,10814,12258
2560,2250308188,1977,4053,8118,10811,12275
2561,2250309572,2863,4058,8124,10817,12276
2562,2250310980,2910,4059,8124,10812,12273
2563,2250312360,2795,4058,8121,10813,12268
2564,2250313740,2074,4056,8118,10812,12263
2565,2250315120,575,4055,8116,10814,12258
2566,2250316500,-586,4054,8113,10815,12257
2567,2250317880,-1837,4052,8112,10813,12255
2568,2250319260,-2907,4052,8111,10818,12257
2569,2250320644,-3245,4052,8111,10815,12257
2570,2250322028,-3235,4053,8113,10815,12262
2571,2250323412,-2317,4054,8114,10820,12255
2572,2250324796,-1158,4052,8108,10816,12251
2573,2250326180,428,4052,8111,10813,12262
2574,2250327588,1384,4054,8115,10814,12266
2575,2250328968,2707,4055,8117,10814,12263
2576,2250330348,3598,4054,8114,10813,12258
2577,2250331724,3240,4053,8113,10815,12261
2578,2250333104,2387,4053,8113,10818,12258
2579,2250334484,1805,4053,8114,10813,12265
2580,2250335868,155,4055,8117,10814,12273
2581,2250337252,-1019,4056,8121,10813,12270
2582,2250338636,-2372,4056,8116,10817,12256
2583,2250340020,-3109,4053,8112,10814,12257
2584,2250341404,-3074,4053,8109,10814,12248
2585,2250342788,-2886,4050,8107,10809,12251
2586,2250344192,-1568,4051,8109,10817,12250
