,Time,A0,A1,B0,B1,C0
2587,2250345572,-346,4050,8106,10815,12250
2588,2250346952,826,4051,8109,10814,12257
2589,2250348332,2142,4052,8110,10812,12253
2590,2250349712,3075,4051,8106,10815,12240
2591,2250351092,3409,4048,8102,10813,12244
2592,2250352476,2939,4049,8105,10814,12250
2593,2250353860,2071,4050,8109,10814,12257
2594,2250355244,695,4051,8111,10813,12257
2595,2250356628,-849,4052,8113,10816,12260
2596,2250358012,-1901,4053,8111,10816,12255
2597,2250359420,-2882,4053,8114,10813,12264
2598,2250360800,-3221,4053,8116,10809,12269
2599,2250362180,-3089,4055,8119,10814,12272
2600,2250363560,-1982,4057,8123,10814,12277
2601,2250364940,-712,4057,8120,10815,12261
2602,2250366320,538,4055,8115,10815,12259
2603,2250367700,1785,4054,8113,10814,12256
2604,2250369084,2667,4052,8111,10815,12259
2605,2250370468,3123,4053,8114,10815,12260
2606,2250371852,2910,4053,8113,10814,12255
2607,2250373236,2404,4051,8109,10814,12253
2608,2250374620,1433,4051,8109,10815,12257
2609,2250376028,-59,4051,8109,10815,12245
2610,2250377404,-1451,4049,8102,10807,12239
2611,2250378784,-2597,4049,8104,10815,12252
2612,2250380164,-2837,4050,8111,10818,12266
2613,2250381544,-3082,4053,8116,10815,12266
2614,2250382924,-2643,4055,8116,10814,12266
2615,2250384308,-1345,4056,8117,10815,12268
2616,2250385692,-482,4055,8119,10818,12270
2617,2250387076,952,4057,8121,10814,12271
2618,2250388460,2449,4057,8122,10815,12274
2619,2250389844,2889,4058,8123,10814,12273
2620,2250391252,3191,4058,8119,10813,12263
2621,2250392632,2877,4056,8116,10818,12257
2622,2250394012,1641,4053,8113,10813,12254
2623,2250395392,740,4052,8109,10810,12252
2624,2250396772,-876,4052,8111,10814,12258
2625,2250398152,-2097,4052,8110,10813,12255
2626,2250399532,-3049,4051,8109,10815,12253
2627,2250400916,-3359,4051,8108,10818,12252
2628,2250402300,-3003,4050,8107,10817,12247
2629,2250403684,-2073,4049,8103,10815,12243
2630,2250405068,-795,4050,8107,10816,12255
2631,2250406452,431,4052,8113,10814,12263
2632,2250407860,1892,4054,8117,10816,12266
2633,2250409240,2832,4054,8116,10816,12262
2634,2250410616,3243,4054,8117,10816,12265
2635,2250411996,2904,4054,8116,10812,12268
2636,2250413376,2244,4055,8119,10815,12268
2637,2250414756,1237,4055,8119,10819,12271
2638,2250416140,-429,4057,8122,10815,12272
2639,2250417524,-1654,4055,8117,10814,12258
2640,2250418908,-2508,4054,8113,10813,12258
2641,2250420292,-3061,4052,8111,10814,12256
2642,2250421676,-2934,4051,8109,10812,12248
2643,2250423060,-2478,4051,8106,10814,12247
2644,2250424464,-1445,4050,8109,10814,12255
2645,2250425844,-55,4052,8111,10815,12258
2646,2250427224,1459,4051,8108,10814,12249
2647,2250428604,2475,4051,8105,10815,12241
2648,2250429984,3112,4049,8103,10811,12245
2649,2250431364,3033,4049,8107,10811,12258
2650,2250432748,2425,4050,8110,10813,12259
2651,2250434132,1407,4053,8114,10814,12261
2652,2250435516,332,4053,8115,10817,12265
2653,2250436900,-1185,4055,8118,10814,12270
2654,2250438284,-2119,4055,8119,10815,12270
2655,2250439692,-3161,4057,8122,10814,12271
2656,2250441072,-3270,4057,8121,10813,12270
2657,2250442452,-2843,4056,8119,10813,12264
2658,2250443832,-2004,4056,8117,10814,12266
2659,2250445212,-658,4055,8116,10814,12259
2660,2250446588,655,4053,8113,10814,12258
2661,2250447972,2049,4052,8111,10816,12254
2662,2250449356,3050,4051,8107,10820,12246
2663,2250450740,3026,4050,8105,10815,12245
2664,2250452124,3111,4050,8106,10816,12251
2665,2250453508,2084,4050,8108,10814,12252
2666,2250454892,982,4049,8105,10815,12251
2667,2250456296,-529,4051,8110,10814,12259
2668,2250457676,-1740,4051,8111,10815,12256
2669,2250459056,-2880,4051,8108,10814,12250
2670,2250460436,-3130,4051,8109,10814,12257
2671,2250461816,-3002,4052,8113,10812,12263
2672,2250463196,-2401,4053,8114,10812,12263
2673,2250464580,-1250,4055,8118,10814,12272
2674,2250465964,129,4057,8121,10814,12273
2675,2250467348,1453,4058,8124,10813,12279
2676,2250468732,2149,4059,8123,10814,12269
2677,2250470116,2995,4057,8118,10818,12264
2678,2250471524,3112,4056,8115,10814,12257
2679,2250472904,2380,4053,8113,10815,12259
2680,2250474284,1591,4053,8111,10815,12255
2681,2250475664,162,4052,8112,10814,12260
2682,2250477044,-1111,4053,8113,10815,12258
2683,2250478424,-2298,4052,8109,10813,12249
2684,2250479804,-3122,4051,8108,10814,12253
2685,2250481188,-3075,4051,8108,10812,12251
2686,2250482572,-2798,4051,8108,10815,12254
2687,2250483956,-1701,4050,8110,10816,12258
2688,2250485340,-433,4052,8114,10814,12263
2689,2250486724,913,4053,8115,10814,12263
2690,2250488132,2016,4054,8115,10813,12262
2691,2250489512,2823,4054,8113,10813,12254
2692,2250490892,3284,4052,8112,10812,12263
2693,2250492268,2730,4053,8116,10813,12267
2694,2250493648,2168,4055,8119,10813,12273
2695,2250495028,1121,4057,8121,10816,12271
2696,2250496412,-509,4055,8118,10812,12260
2697,2250497796,-1799,4053,8110,10812,12247
2698,2250499180,-2825,4051,8109,10820,12254
2699,2250500564,-3303,4052,8111,10813,12258
2700,2250501948,-2971,4051,8110,10813,12253
2701,2250503332,-2196,4050,8108,10814,12255
2702,2250504736,-1053,4051,8110,10815,12257
2703,2250506116,426,4052,8110,10814,12255
2704,2250507496,1681,4050,8106,10815,12239
2705,2250508876,2597,4049,8103,10816,12249
2706,2250510256,3139,4050,8110,10814,12263
2707,2250511636,2867,4053,8115,10815,12264
2708,2250513020,2517,4054,8113,10816,12256
2709,2250514404,1461,4053,8113,10813,12262
2710,2250515788,124,4054,8115,10817,12262
2711,2250517172,-1419,4053,8115,10815,12262
2712,2250518556,-2569,4055,8119,10814,12278
2713,2250519964,-3361,4058,8124,10813,12277
2714,2250521344,-3319,4059,8124,10814,12271
2715,2250522724,-2717,4057,8117,10813,12259
2716,2250524104,-1689,4055,8117,10812,12263
2717,2250525484,-478,4053,8111,10812,12254
2718,2250526864,1052,4053,8110,10814,12255
2719,2250528244,2378,4052,8111,10815,12255
2720,2250529628,2980,4052,8110,10815,12253
2721,2250531012,3013,4052,8110,10817,12255
2722,2250532396,2996,4052,8111,10814,12257
2723,2250533780,2130,4051,8108,10819,12250
2724,2250535164,930,4050,8106,10815,12253
2725,2250536568,-480,4051,8109,10812,12258
2726,2250537948,-1959,4052,8113,10815,12263
2727,2250539328,-2863,4053,8114,10815,12260
2728,2250540708,-3036,4053,8114,10816,12261
2729,2250542088,-3064,4053,8115,10812,12265
2730,2250543468,-2334,4055,8118,10813,12270
2731,2250544852,-1145,4056,8121,10813,12275
2732,2250546236,244,4057,8122,10814,12275
2733,2250547620,1734,4058,8120,10816,12264
2734,2250549004,2798,4056,8117,10813,12266
2735,2250550388,3186,4054,8115,10814,12257
2736,2250551796,2983,4053,8113,10817,12253
2737,2250553176,2406,4052,8108,10817,12245
2738,2250554556,1446,4050,8105,10816,12250
2739,2250555936,-78,4050,8108,10814,12253
2740,2250557316,-1167,4051,8110,10814,12258
2741,2250558696,-2465,4052,8110,10813,12252
2742,2250560076,-2666,4050,8108,10813,12249
2743,2250561460,-3045,4049,8106,10814,12250
2744,2250562844,-2627,4050,8110,10811,12260
2745,2250564228,-1547,4053,8115,10816,12265
2746,2250565612,-148,4054,8117,10814,12270
2747,2250566996,1317,4056,8119,10814,12269
2748,2250568404,2351,4057,8120,10819,12272
2749,2250569784,3037,4057,8120,10814,12271
2750,2250571164,3243,4057,8120,10813,12269
2751,2250572540,2831,4056,8119,10815,12269
2752,2250573920,2034,4056,8118,10816,12265
2753,2250575300,617,4054,8115,10813,12262
2754,2250576684,-770,4054,8115,10814,12259
2755,2250578068,-2122,4053,8114,10817,12260
2756,2250579452,-2876,4053,8114,10813,12260
2757,2250580836,-3194,4053,8113,10815,12262
2758,2250582220,-2834,4053,8113,10814,12262
2759,2250583604,-2167,4054,8116,10813,12268
2760,2250585008,-942,4055,8117,10815,12259
2761,2250586388,395,4053,8113,10814,12257
2762,2250587768,1993,4053,8114,10811,12262
2763,2250589148,2587,4055,8119,10816,12271
2764,2250590528,3325,4056,8118,10818,12263
2765,2250591908,3031,4055,8116,10814,12262
2766,2250593292,2431,4054,8113,10815,12259
2767,2250594676,1226,4054,8115,10815,12265
2768,2250596060,-38,4055,8120,10817,12276
2769,2250597444,-1230,4056,8121,10814,12275
2770,2250598828,-2529,4057,8124,10814,12275
2771,2250600236,-3276,4058,8121,10814,12263
2772,2250601616,-3322,4055,8116,10814,12260
2773,2250602996,-2569,4054,8114,10816,12255
2774,2250604376,-1421,4052,8112,10812,12259
2775,2250605756,-246,4052,8110,10810,12253
2776,2250607136,1295,4050,8109,10815,12251
2777,2250608516,2482,4051,8108,10811,12252
2778,2250609900,3038,4051,8109,10813,12254
2779,2250611284,3115,4051,8109,10815,12253
2780,2250612668,2673,4050,8109,10816,12254
2781,2250614052,1973,4051,8110,10815,12258
2782,2250615436,566,4052,8110,10815,12260
2783,2250616840,-828,4051,8113,10813,12260
2784,2250618220,-2108,4053,8114,10813,12260
2785,2250619600,-3213,4053,8113,10812,12264
2786,2250620980,-3191,4054,8115,10813,12264
2787,2250622360,-2940,4054,8117,10811,12269
2788,2250623740,-2022,4057,8122,10813,12275
2789,2250625124,-765,4056,8121,10815,12271
2790,2250626508,521,4056,8117,10814,12260
2791,2250627892,1567,4054,8113,10813,12252
2792,2250629276,2974,4052,8109,10813,12252
2793,2250630660,3180,4052,8112,10815,12260
2794,2250632068,2843,4053,8113,10812,12255
2795,2250633448,2187,4051,8107,10813,12246
2796,2250634828,1231,4050,8107,10813,12251
2797,2250636208,-196,4051,8108,10814,12250
2798,2250637588,-1580,4049,8104,10815,12242
2799,2250638968,-2865,4049,8102,10815,12244
2800,2250640348,-3080,4048,8104,10811,12247
2801,2250641732,-3034,4049,8109,10815,12259
2802,2250643116,-2333,4052,8113,10814,12260
2803,2250644500,-1258,4053,8113,10814,12261
2804,2250645884,-100,4053,8113,10815,12256
2805,2250647268,1442,4052,8111,10817,12254
2806,2250648676,2341,4054,8116,10808,12271
2807,2250650056,3066,4055,8119,10813,12274
2808,2250651436,3183,4057,8123,10813,12274
2809,2250652816,2900,4057,8122,10813,12271
2810,2250654196,1504,4056,8117,10817,12258
2811,2250655576,362,4054,8111,10817,12255
2812,2250656956,-893,4053,8114,10814,12264
2813,2250658340,-2033,4054,8115,10817,12263
2814,2250659724,-2852,4054,8116,10821,12265
2815,2250661108,-3070,4054,8115,10815,12261
2816,2250662492,-2937,4054,8114,10816,12257
2817,2250663876,-1930,4052,8109,10813,12254
2818,2250665280,-900,4051,8107,10812,12246
2819,2250666660,922,4050,8106,10810,12250
2820,2250668040,1887,4050,8109,10815,12260
2821,2250669420,2990,4053,8116,10815,12269
2822,2250670800,3300,4054,8118,10812,12266
2823,2250672180,2946,4054,8117,10815,12266
2824,2250673564,2201,4055,8118,10814,12267
2825,2250674948,885,4055,8118,10813,12272
2826,2250676332,-469,4057,8123,10814,12281
2827,2250677716,-1938,4059,8125,10814,12277
2828,2250679100,-2489,4058,8122,10816,12272
2829,2250680508,-3188,4057,8118,10816,12257
2830,2250681888,-3085,4054,8113,10814,12259
2831,2250683268,-2342,4053,8109,10813,12247
2832,2250684648,-934,4050,8107,10812,12254
2833,2250686028,-102,4051,8110,10811,12257
2834,2250687408,1687,4051,8109,10814,12252
2835,2250688788,2652,4051,8109,10814,12248
2836,2250690172,3156,4051,8108,10815,12254
2837,2250691556,3143,4051,8108,10815,12248
2838,2250692940,2438,4050,8106,10815,12251
2839,2250694324,1468,4050,8109,10820,12256
2840,2250695708,-39,4052,8113,10814,12265
2841,2250697112,-1101,4054,8114,10815,12260
2842,2250698492,-2341,4054,8114,10814,12261
2843,2250699872,-3151,4053,8114,10814,12262
2844,2250701252,-3215,4054,8115,10812,12264
2845,2250702632,-3059,4054,8118,10814,12269
2846,2250704012,-1747,4055,8118,10814,12265
2847,2250705396,-674,4055,8116,10815,12262
2848,2250706780,722,4054,8114,10815,12261
2849,2250708164,2242,4054,8115,10814,12259
2850,2250709548,2775,4052,8110,10819,12249
2851,2250710932,3207,4051,8109,10815,12255
2852,2250712340,2699,4052,8111,10814,12256
2853,2250713720,2065,4052,8111,10815,12255
2854,2250715100,798,4052,8112,10816,12256
2855,2250716480,-490,4053,8111,10813,12253
2856,2250717860,-2004,4051,8108,10817,12249
2857,2250719240,-2710,4051,8109,10812,12258
2858,2250720620,-3405,4051,8110,10814,12256
2859,2250722004,-3011,4052,8110,10814,12257
2860,2250723388,-2239,4052,8113,10813,12262
2861,2250724772,-1021,4053,8116,10814,12265
2862,2250726156,220,4054,8117,10814,12265
2863,2250727540,1590,4055,8118,10814,12273
2864,2250728948,2691,4057,8122,10816,12272
2865,2250730328,3156,4058,8122,10816,12277
2866,2250731708,3191,4058,8123,10814,12273
2867,2250733088,2653,4056,8117,10813,12261
2868,2250734464,1235,4054,8115,10813,12260
2869,2250735844,206,4053,8114,10815,12261
2870,2250737228,-1208,4053,8114,10812,12259
2871,2250738612,-2386,4053,8110,10813,12251
2872,2250739996,-2838,4051,8108,10813,12250
2873,2250741380,-3197,4051,8109,10813,12257
2874,2250742764,-2545,4052,8112,10813,12255
2875,2250744148,-1471,4050,8106,10818,12252
2876,2250745552,-311,4052,8112,10815,12263
2877,2250746932,1325,4054,8115,10812,12264
2878,2250748312,1973,4054,8114,10815,12258
2879,2250749692,2995,4053,8113,10814,12260
2880,2250751072,3299,4053,8115,10813,12261
2881,2250752452,2784,4053,8114,10813,12259
2882,2250753836,1894,4054,8115,10813,12267
2883,2250755220,715,4054,8117,10813,12270
2884,2250756604,-628,4057,8122,10814,12278
2885,2250757988,-1902,4057,8121,10813,12263
2886,2250759372,-2737,4054,8115,10814,12255
2887,2250760780,-3258,4054,8113,10813,12253
2888,2250762160,-2840,4052,8111,10813,12258
2889,2250763540,-2133,4053,8113,10811,12261
2890,2250764920,-912,4054,8114,10813,12260
2891,2250766300,611,4053,8111,10811,12253
2892,2250767680,1651,4052,8110,10814,12254
2893,2250769060,2674,4052,8108,10812,12249
2894,2250770444,3286,4050,8106,10814,12247
2895,2250771828,3081,4051,8110,10814,12261
2896,2250773212,2571,4052,8113,10810,12261
2897,2250774596,1132,4053,8116,10813,12266
2898,2250775980,-211,4054,8116,10812,12261
2899,2250777384,-1289,4054,8116,10813,12263
2900,2250778764,-2542,4054,8112,10819,12254
2901,2250780144,-3063,4052,8111,10813,12260
2902,2250781524,-2913,4053,8115,10810,12266
2903,2250782904,-2609,4055,8118,10814,12270
2904,2250784284,-1734,4056,8117,10812,12263
2905,2250785668,-390,4054,8114,10814,12259
2906,2250787052,1190,4054,8115,10816,12263
2907,2250788436,2064,4054,8115,10815,12263
2908,2250789820,3025,4054,8115,10813,12262
2909,2250791204,3103,4054,8113,10815,12260
2910,2250792612,2519,4054,8115,10815,12262
2911,2250793992,1829,4053,8112,10814,12252
2912,2250795372,734,4051,8106,10815,12242
2913,2250796752,-783,4048,8101,10814,12238
2914,2250798132,-2098,4047,8101,10809,12243
2915,2250799512,-2895,4048,8105,10816,12255
2916,2250800892,-3389,4051,8112,10818,12263
2917,2250802276,-2855,4053,8116,10813,12268
2918,2250803660,-2431,4055,8117,10813,12266
2919,2250805044,-960,4055,8119,10815,12270
2920,2250806428,555,4057,8123,10815,12282
2921,2250807812,1886,4059,8127,10814,12282
2922,2250809220,2860,4061,8130,10814,12284
2923,2250810600,3211,4061,8125,10814,12269
2924,2250811980,3104,4057,8121,10815,12268
2925,2250813360,2471,4056,8117,10815,12259
2926,2250814736,1049,4053,8113,10814,12261
2927,2250816116,-139,4054,8116,10809,12263
2928,2250817500,-1507,4054,8114,10815,12258
2929,2250818884,-2688,4052,8111,10814,12255
2930,2250820268,-3015,4052,8113,10816,12264
2931,2250821652,-2839,4053,8114,10814,12260
2932,2250823036,-2391,4053,8109,10814,12250
2933,2250824420,-1201,4051,8110,10816,12255
2934,2250825824,-379,4052,8112,10813,12260
2935,2250827204,1199,4052,8111,10815,12257
2936,2250828584,2313,4052,8113,10815,12261
2937,2250829964,3105,4053,8113,10818,12255
2938,2250831344,3198,4052,8111,10815,12256
2939,2250832724,2828,4053,8112,10815,12258
2940,2250834108,1728,4052,8112,10816,12260
2941,2250835492,220,4053,8118,10820,12271
2942,2250836876,-859,4055,8118,10816,12263
2943,2250838260,-2414,4055,8114,10814,12257
2944,2250839644,-2958,4053,8111,10816,12257
2945,2250841052,-3228,4053,8113,10812,12253
2946,2250842432,-2952,4052,8108,10813,12251
2947,2250843812,-1934,4051,8109,10815,12254
2948,2250845192,-671,4051,8112,10813,12265
2949,2250846572,593,4054,8116,10818,12267
2950,2250847952,1791,4054,8113,10815,12253
2951,2250849332,2915,4052,8109,10815,12255
2952,2250850716,3224,4052,8112,10816,12261
2953,2250852100,3143,4054,8115,10816,12266
2954,2250853484,2289,4054,8117,10813,12266
2955,2250854868,706,4055,8120,10815,12274
2956,2250856252,-233,4057,8122,10815,12269
2957,2250857660,-1609,4057,8120,10816,12272
2958,2250859040,-2613,4058,8123,10813,12275
2959,2250860420,-3097,4059,8122,10816,12273
2960,2250861800,-3066,4057,8121,10812,12269
2961,2250863180,-2416,4057,8119,10815,12270
2962,2250864556,-1365,4056,8117,10816,12259
2963,2250865940,23,4054,8114,10813,12257
2964,2250867324,1231,4053,8112,10816,12254
2965,2250868708,2415,4052,8111,10819,12258
2966,2250870092,2962,4053,8111,10821,12255
2967,2250871476,3291,4052,8111,10817,12259
2968,2250872860,2966,4052,8112,10815,12256
2969,2250874264,1518,4052,8110,10817,12255
2970,2250875644,186,4052,8107,10814,12249
2971,2250877024,-959,4051,8109,10813,12259
2972,2250878404,-2420,4052,8113,10814,12259
2973,2250879784,-3173,4051,8112,10815,12258
2974,2250881164,-3257,4053,8112,10817,12258
2975,2250882548,-2683,4052,8111,10814,12255
2976,2250883932,-2030,4052,8111,10814,12259
2977,2250885316,-650,4054,8114,10818,12261
2978,2250886700,954,4053,8113,10816,12260
2979,2250888084,1911,4053,8112,10815,12258
2980,2250889492,2829,4053,8113,10813,12259
2981,2250890872,3173,4053,8111,10817,12252
2982,2250892252,2808,4052,8110,10816,12256
2983,2250893632,2057,4052,8113,10816,12261
2984,2250895012,991,4054,8116,10815,12267
2985,2250896392,-663,4054,8115,10812,12258
2986,2250897772,-1664,4052,8110,10814,12251
2987,2250899156,-2605,4052,8113,10814,12263
2988,2250900540,-3382,4053,8112,10814,12253
2989,2250901924,-3401,4052,8110,10815,12257
2990,2250903308,-2206,4052,8113,10813,12262
2991,2250904692,-1179,4054,8117,10817,12269
2992,2250906100,228,4056,8118,10817,12265
2993,2250907480,1611,4055,8115,10814,12257
2994,2250908860,2561,4053,8112,10816,12258
2995,2250910240,2969,4053,8114,10813,12263
2996,2250911616,3212,4054,8116,10813,12264
2997,2250912996,2541,4055,8119,10815,12274
2998,2250914380,1291,4056,8121,10814,12273
2999,2250915764,107,4057,8120,10816,12267
3000,2250917148,-1141,4055,8116,10815,12258
3001,2250918532,-2332,4053,8113,10814,12259
3002,2250919916,-2980,4055,8115,10818,12266
3003,2250921300,-3209,4054,8114,10815,12263
3004,2250922704,-2660,4053,8113,10813,12254
3005,2250924084,-1734,4052,8111,10812,12258
3006,2250925464,-555,4051,8109,10813,12252
3007,2250926844,872,4050,8106,10814,12246
3008,2250928224,2100,4050,8106,10816,12250
3009,2250929604,3041,4050,8109,10816,12259
3010,2250930988,3372,4052,8113,10813,12258
3011,2250932372,2752,4052,8110,10814,12255
3012,2250933756,2026,4053,8114,10813,12263
3013,2250935140,732,4052,8112,10815,12255
3014,2250936524,-578,4054,8115,10817,12268
3015,2250937932,-1968,4055,8118,10815,12265
3016,2250939312,-2828,4055,8119,10811,12267
3017,2250940692,-2859,4057,8118,10816,12270
3018,2250942072,-2819,4057,8120,10814,12270
3019,2250943452,-2357,4056,8117,10814,12258
3020,2250944832,-1320,4054,8112,10812,12260
3021,2250946212,147,4052,8114,10814,12262
3022,2250947596,1473,4053,8113,10815,12255
3023,2250948980,2665,4053,8112,10814,12255
3024,2250950364,3217,4052,8112,10816,12261
3025,2250951748,3000,4053,8115,10816,12263
3026,2250953132,2520,4053,8114,10815,12258
3027,2250954540,1420,4053,8110,10819,12249
3028,2250955920,-16,4051,8110,10814,12260
3029,2250957300,-1294,4053,8114,10812,12265
3030,2250958680,-2202,4054,8114,10815,12260
3031,2250960056,-3098,4054,8115,10814,12265
3032,2250961436,-2923,4054,8114,10815,12258
3033,2250962820,-2663,4053,8113,10818,12261
3034,2250964204,-1569,4054,8116,10817,12269
3035,2250965588,-381,4056,8121,10813,12276
3036,2250966972,1134,4058,8122,10815,12271
3037,2250968356,2163,4056,8120,10815,12267
3038,2250969740,3037,4054,8113,10816,12258
3039,2250971144,3271,4053,8113,10816,12255
3040,2250972524,2900,4051,8108,10813,12246
3041,2250973904,2009,4049,8106,10810,12247
3042,2250975284,483,4050,8109,10815,12256
3043,2250976664,-925,4051,8111,10817,12259
3044,2250978044,-2079,4051,8110,10815,12254
3045,2250979428,-2878,4051,8108,10814,12247
3046,2250980812,-3436,4049,8106,10814,12250
3047,2250982196,-3040,4050,8107,10815,12252
3048,2250983580,-2534,4052,8111,10815,12258
3049,2250984964,-838,4053,8115,10815,12265
3050,2250986372,525,4054,8116,10815,12261
3051,2250987752,2117,4054,8116,10814,12265
3052,2250989132,2760,4054,8115,10817,12262
3053,2250990512,3351,4054,8117,10813,12268
3054,2250991892,2928,4056,8119,10811,12270
3055,2250993272,2290,4057,8122,10817,12274
3056,2250994652,1179,4057,8119,10816,12262
3057,2250996036,-291,4054,8115,10812,12259
3058,2250997420,-1598,4052,8112,10814,12257
3059,2250998804,-2713,4053,8113,10814,12261
3060,2251000188,-2947,4053,8112,10813,12254
3061,2251001572,-3054,4051,8110,10813,12257
3062,2251002980,-2556,4053,8114,10814,12261
3063,2251004360,-1447,4053,8112,10813,12256
3064,2251005740,-140,4052,8111,10814,12253
3065,2251007116,1194,4051,8107,10815,12252
3066,2251008496,2529,4051,8111,10810,12260
3067,2251009876,3238,4052,8110,10816,12254
3068,2251011260,3049,4052,8111,10817,12258
3069,2251012644,2721,4052,8111,10815,12257
3070,2251014028,1514,4053,8113,10814,12260
3071,2251015412,555,4052,8112,10815,12259
