,Time,A0,A1,B0,B1,C0
922,10124577,-32,6834,3421,-7,3796
923,10124580,-32,6834,3421,-7,3809
924,10124583,-33,6836,3421,-5,3912
925,10124585,-32,6837,3422,-7,3769
926,10124588,-32,6839,3423,-5,3780
927,10124591,-32,6850,3426,-7,3743
928,10124594,-33,6853,3429,-5,3824
929,10124596,-32,6852,3429,-4,3736
930,10124599,-32,6852,3430,-5,3627
931,10124602,-32,6849,3429,-4,3603
932,10124605,-32,6851,3430,-7,3718
933,10124608,-32,6852,3431,-7,3631
934,10124610,-32,6850,3429,-4,3518
935,10124613,-32,6843,3426,-4,3521
936,10124616,-32,6840,3425,-6,3538
937,10124619,-32,6835,3422,-7,3481
938,10124622,-32,6832,3421,-5,3313
939,10124624,-32,6829,3420,-9,3202
940,10124627,-32,6829,3419,-7,3253
941,10124630,-32,6835,3420,-7,3337
942,10124633,-32,6835,3421,-5,3189
943,10124636,-32,6848,3427,-6,3257
944,10124638,-31,6852,3429,-6,3320
945,10124641,-32,6855,3430,-6,3327
946,10124644,-32,6855,3431,-6,3189
947,10124647,-32,6851,3430,-4,3177
948,10124650,-32,6849,3430,-6,3010
949,10124652,-33,6852,3430,-5,3149
950,10124655,-32,6853,3430,-6,3110
951,10124658,-32,6845,3428,-5,2965
952,10124661,-32,6838,3424,-10,3092
953,10124664,6830,3420,-6,2869,1
954,10124666,6830,3419,-5,2788,1
955,10124669,6831,3420,-9,2890,2
956,10124672,6831,3419,-7,2889,2
957,10124675,6834,3421,-9,2766,2
958,10124677,6842,3423,-7,2650,2
959,10124680,6849,3427,-7,2552,2
960,10124683,6847,3428,-8,2705,2
961,10124686,6849,3429,-7,2769,1
962,10124689,6849,3429,-7,2531,2
963,10124691,6851,3430,-8,2721,2
964,10124694,6853,3429,-11,2599,2
965,10124697,6852,3429,-7,2426,2
966,10124700,6845,3428,-6,2513,2
967,10124703,6843,3426,-6,2431,1
968,10124705,6836,3424,-6,2632,2
969,10124708,6832,3421,-5,2480,2
970,10124711,6829,3419,-7,2449,2
971,10124714,6827,3418,-10,2665,1
972,10124717,6832,3419,-8,2479,2
973,10124719,6836,3422,-7,2485,1
974,10124722,6840,3424,-5,2466,2
975,10124725,6846,3426,-6,2185,2
976,10124728,6851,3429,-7,2187,2
977,10124731,6852,3429,-7,2188,2
978,10124733,6850,3429,-7,2254,2
979,10124736,6850,3428,-7,2170,2
980,10124739,6847,3429,-7,2382,1
981,10124742,6846,3428,-6,2274,1
982,10124745,6846,3428,-7,2202,2
983,10124747,6841,3426,-6,2125,2
984,10124750,6837,3423,-7,2194,2
985,10124753,6836,3422,-5,1974,2
986,10124756,6835,3422,-7,2273,2
987,10124758,6831,3420,-5,2396,2
988,10124761,6835,3420,-4,2171,1
989,10124764,6837,3422,-9,2163,1
990,10124767,6848,3426,-9,2246,2
991,10124770,6852,3429,-6,2114,2
992,10124772,6850,3429,-7,2106,2
993,10124775,6850,3429,-5,1853,2
994,10124778,6850,3430,-6,2059,2
995,10124781,6850,3430,-9,2048,2
996,10124784,6847,3429,-6,2018,2
997,10124786,6850,3428,-6,1799,2
998,10124789,6846,3427,-7,1687,2
999,10124792,6840,3426,-6,1896,2
1000,10124795,6840,3424,-9,1995,2
1001,10124798,6837,3423,-8,1930,2
1002,10124800,6836,3422,-9,1958,2
1003,10124803,6838,3423,-7,1873,2
1004,10124806,6840,3425,-6,1972,2
1005,10124809,6844,3425,-5,1961,1
1006,10124812,6848,3428,-7,1982,2
1007,10124814,6848,3428,-3,1914,2
1008,10124817,6852,3428,-6,1867,1
1009,10124820,6850,3429,-7,1818,2
1010,10124823,6851,3428,-5,1829,2
1011,10124825,6847,3428,-6,2040,2
1012,10124828,6846,3428,-4,2036,2
1013,10124831,6848,3428,-7,2048,2
1014,10124834,6843,3427,-8,1902,2
1015,10124837,6837,3423,-9,1980,2
1016,10124839,6834,3421,-5,1832,2
1017,10124842,6835,3421,-6,1974,2
1018,10124845,6835,3422,-5,1854,1
1019,10124848,6835,3421,-7,1785,2
1020,10124851,6839,3423,-10,1881,2
1021,10124853,6845,3426,-6,1984,2
1022,10124856,6849,3428,-7,2011,2
1023,10124859,6853,3429,-7,1942,2
